CC_TEST_00056.txt	Other	Other
CC_TEST_00099.txt	CC: Questioning the measurements and science;CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Criticism of climate movement	CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of the EU;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Renewable energy is dangerous;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists
RU_TEST_00011.txt	URW: Discrediting Ukraine;URW: Negative Consequences for the West;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other
RU_TEST_00055.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Negative Consequences for the West	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Distrust towards Media: Other;URW: Negative Consequences for the West: Other
RU_TEST_00065.txt	URW: Speculating war outcomes;URW: Amplifying war-related fears;URW: Negative Consequences for the West	URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other
CC_TEST_00069.txt	Other	Other
RU_TEST_00095.txt	URW: Discrediting Ukraine;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Amplifying war-related fears	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Blaming the war on others rather than the invader: Ukraine is the aggressor;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Russia will also attack other countries
CC_TEST_00083.txt	Other	Other
CC_TEST_00089.txt	Other	Other
RU_TEST_00012.txt	URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Distrust towards Media: Other;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
CC_TEST_00010.txt	Other	Other
RU_TEST_00081.txt	URW: Amplifying war-related fears;URW: Negative Consequences for the West;URW: Speculating war outcomes	URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: NATO should/will directly intervene;URW: Amplifying war-related fears: Other;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Negative Consequences for the West: Other;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Other
CC_TEST_00063.txt	CC: Questioning the measurements and science;CC: Downplaying climate change;CC: Criticism of climate policies;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Criticism of institutions and authorities;CC: Amplifying Climate Fears;CC: Green policies are geopolitical instruments	CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Other;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Other;CC: Downplaying climate change: Temperature increase does not have significant impact;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other;CC: Amplifying Climate Fears: Whatever we do it is already too late;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism;CC: Green policies are geopolitical instruments: Other
RU_TEST_00064.txt	URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
CC_TEST_00036.txt	CC: Criticism of institutions and authorities;CC: Green policies are geopolitical instruments;CC: Controversy about green technologies;CC: Criticism of climate policies	CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Other;CC: Green policies are geopolitical instruments: Climate-related international relations are abusive/exploitative;CC: Green policies are geopolitical instruments: Green activities are a form of neo-colonialism;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Other;CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are ineffective
CC_TEST_00034.txt	CC: Criticism of climate movement;CC: Criticism of institutions and authorities;CC: Controversy about green technologies	CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Controversy about green technologies: Other;CC: Controversy about green technologies: Renewable energy is costly
CC_TEST_00072.txt	CC: Amplifying Climate Fears;CC: Criticism of institutions and authorities;CC: Climate change is beneficial	CC: Criticism of institutions and authorities: Criticism of national governments;CC: Climate change is beneficial: Other;CC: Climate change is beneficial: Other
CC_TEST_00078.txt	CC: Criticism of institutions and authorities;CC: Controversy about green technologies;CC: Questioning the measurements and science;CC: Criticism of climate movement	CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Other;CC: Controversy about green technologies: Renewable energy is unreliable;CC: Controversy about green technologies: Renewable energy is costly;CC: Controversy about green technologies: Other;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Other
RU_TEST_00028.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Negative Consequences for the West	URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Distrust towards Media: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other
RU_TEST_00021.txt	URW: Discrediting the West, Diplomacy;URW: Distrust towards Media;URW: Russia is the Victim;URW: Negative Consequences for the West	URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Distrust towards Media: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other
RU_TEST_00075.txt	Other	Other
CC_TEST_00043.txt	Other	Other
CC_TEST_00059.txt	Other	Other
CC_TEST_00094.txt	CC: Questioning the measurements and science;CC: Criticism of climate policies;CC: Criticism of climate movement	CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Other;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Criticism of climate policies: Other;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Other
EN_UA_DEV_27.txt	URW: Speculating war outcomes	URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Ukrainian army is collapsing;URW: Speculating war outcomes: Russian army will lose all the occupied territories
RU_TEST_00096.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Other
RU_TEST_00060.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a hub for criminal activities;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other
CC_TEST_00000.txt	CC: Criticism of institutions and authorities;CC: Questioning the measurements and science;CC: Criticism of climate movement;CC: Amplifying Climate Fears	CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of international entities;CC: Criticism of institutions and authorities: Criticism of the EU;CC: Criticism of institutions and authorities: Other;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Whatever we do it is already too late;CC: Amplifying Climate Fears: Other
RU_TEST_00026.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Distrust towards Media	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting Ukraine: Other;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is weak;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Distrust towards Media: Other
RU_TEST_00013.txt	URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Blaming the war on others rather than the invader	URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Distrust towards Media: Other;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other
RU_TEST_00030.txt	URW: Negative Consequences for the West;URW: Discrediting the West, Diplomacy;URW: Speculating war outcomes	URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Other;URW: Speculating war outcomes: Other
RU_TEST_00071.txt	Other	Other
CC_TEST_00032.txt	CC: Criticism of climate policies;CC: Downplaying climate change;CC: Questioning the measurements and science;CC: Criticism of climate movement	CC: Criticism of climate policies: Climate policies are ineffective;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Climate policies are only for profit;CC: Criticism of climate policies: Other;CC: Downplaying climate change: Climate cycles are natural;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Weather suggests the trend is global cooling;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Methodologies/metrics used are unreliable/faulty;CC: Questioning the measurements and science: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists
RU_TEST_00002.txt	URW: Hidden plots by secret schemes of powerful groups;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Negative Consequences for the West;URW: Distrust towards Media	URW: Hidden plots by secret schemes of powerful groups: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Hidden plots by secret schemes of powerful groups: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is overreacting;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Other;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Ukrainian media cannot be trusted;URW: Distrust towards Media: Other
RU_TEST_00051.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Distrust towards Media	URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: Other;URW: Russia is the Victim: Other;URW: Distrust towards Media: Other;URW: Distrust towards Media: Other
EN_UA_300042.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Russia is the Victim;URW: Negative Consequences for the West	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Other;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other
CC_TEST_00006.txt	CC: Amplifying Climate Fears;CC: Climate change is beneficial;CC: Downplaying climate change	CC: Amplifying Climate Fears: Amplifying existing fears of global warming;CC: Amplifying Climate Fears: Doomsday scenarios for humans;CC: Amplifying Climate Fears: Other;CC: Climate change is beneficial: Temperature increase is beneficial;CC: Climate change is beneficial: Other;CC: Downplaying climate change: Humans and nature will adapt to the changes
RU_TEST_00073.txt	URW: Speculating war outcomes;URW: Negative Consequences for the West;URW: Amplifying war-related fears;URW: Discrediting the West, Diplomacy	URW: Speculating war outcomes: Russian army is collapsing;URW: Speculating war outcomes: Russian army will lose all the occupied territories;URW: Speculating war outcomes: Other;URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: Other;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work
RU_TEST_00085.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Ukraine is associated with nazism;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: The conflict will increase the Ukrainian refugee flows to Europe
RU_TEST_00042.txt	URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Negative Consequences for the West;URW: Russia is the Victim	URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting the West, Diplomacy: The West is weak;URW: Discrediting the West, Diplomacy: West is tired of Ukraine;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Negative Consequences for the West: Other;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Russia actions in Ukraine are only self-defence;URW: Russia is the Victim: UA is anti-RU extremists;URW: Russia is the Victim: Other
RU_TEST_00029.txt	URW: Blaming the war on others rather than the invader;URW: Discrediting Ukraine;URW: Russia is the Victim;URW: Praise of Russia;URW: Overpraising the West;URW: Negative Consequences for the West;URW: Distrust towards Media;URW: Amplifying war-related fears	URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Blaming the war on others rather than the invader: Other;URW: Discrediting Ukraine: Discrediting Ukrainian military;URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies;URW: Discrediting Ukraine: Situation in Ukraine is hopeless;URW: Russia is the Victim: The West is russophobic;URW: Russia is the Victim: Other;URW: Praise of Russia: Praise of Russian President Vladimir Putin;URW: Praise of Russia: Praise of Russian military might;URW: Praise of Russia: Russian invasion has strong national support;URW: Praise of Russia: Russia is a guarantor of peace and prosperity;URW: Praise of Russia: Other;URW: Overpraising the West: The West has the strongest international support;URW: Overpraising the West: Other;URW: Negative Consequences for the West: Other;URW: Distrust towards Media: Other;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Amplifying war-related fears: Russia will also attack other countries;URW: Amplifying war-related fears: Other
CC_TEST_00091.txt	CC: Questioning the measurements and science;CC: Downplaying climate change;CC: Criticism of climate movement;CC: Criticism of institutions and authorities;CC: Hidden plots by secret schemes of powerful groups	CC: Questioning the measurements and science: Data shows no temperature increase;CC: Questioning the measurements and science: Greenhouse effect/carbon dioxide do not drive climate change;CC: Questioning the measurements and science: Scientific community is unreliable;CC: Questioning the measurements and science: Other;CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: CO2 concentrations are too small to have an impact;CC: Downplaying climate change: Other;CC: Criticism of climate movement: Climate movement is alarmist;CC: Criticism of climate movement: Climate movement is corrupt;CC: Criticism of climate movement: Ad hominem attacks on key activists;CC: Criticism of climate movement: Other;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures;CC: Criticism of institutions and authorities: Other;CC: Hidden plots by secret schemes of powerful groups: Blaming global elites;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Hidden plots by secret schemes of powerful groups: Other
